date,ram_type,form_factor,avg_price_per_gb,median_price_per_gb,min_price_per_gb,max_price_per_gb,product_count
2026-02-16,DDR5,SODIMM,9.265,,5.2809,13.1244,17
2026-02-17,DDR4,DIMM,7.176,,2.3559,20.3119,45
2026-02-17,DDR4,SODIMM,6.0885,,2.6756,10.3059,41
2026-02-17,DDR5,DIMM,11.3806,,4.8419,22.6841,70
2026-02-17,DDR5,SODIMM,9.265,,5.2809,13.1244,17
2026-02-18,DDR4,DIMM,7.242,,2.3559,20.3119,45
2026-02-18,DDR4,SODIMM,6.0885,,2.6756,10.3059,41
2026-02-18,DDR5,DIMM,11.3806,,4.8419,22.6841,70
2026-02-18,DDR5,SODIMM,9.265,,5.2809,13.1244,17
2026-02-19,DDR4,DIMM,7.2682,,2.3559,20.3119,45
2026-02-19,DDR4,SODIMM,6.5079,,2.6756,23.7038,42
2026-02-19,DDR5,DIMM,11.365,,4.8419,22.6841,70
2026-02-19,DDR5,SODIMM,9.265,,5.2809,13.1244,17
2026-02-20,DDR4,DIMM,7.2141,,2.3559,20.3119,45
2026-02-20,DDR4,SODIMM,6.4973,,2.6756,23.7038,42
2026-02-20,DDR5,DIMM,11.3742,,4.8419,22.6841,70
2026-02-20,DDR5,SODIMM,9.4445,,5.2809,13.1244,18
2026-02-21,DDR4,DIMM,7.2141,,2.3559,20.3119,45
2026-02-21,DDR4,SODIMM,6.4973,,2.6756,23.7038,42
2026-02-21,DDR5,DIMM,11.3742,,4.8419,22.6841,70
2026-02-21,DDR5,SODIMM,9.4422,,5.2809,13.1244,18
2026-02-22,DDR4,DIMM,7.2141,,2.3559,20.3119,45
2026-02-22,DDR4,SODIMM,6.4973,,2.6756,23.7038,42
2026-02-22,DDR5,DIMM,11.3742,,4.8419,22.6841,70
2026-02-22,DDR5,SODIMM,9.5858,,5.2809,13.1244,18
2026-02-23,DDR4,DIMM,7.2417,,2.3559,20.3119,45
2026-02-23,DDR4,SODIMM,6.4973,,2.6756,23.7038,42
2026-02-23,DDR5,DIMM,11.3742,,4.8419,22.6841,70
2026-02-23,DDR5,SODIMM,9.5858,,5.2809,13.1244,18
2026-02-24,DDR4,DIMM,7.2582,,2.3559,20.3119,46
2026-02-24,DDR4,SODIMM,6.504,,2.6756,23.7038,42
2026-02-24,DDR5,DIMM,11.3742,,4.8419,22.6841,70
2026-02-24,DDR5,SODIMM,9.5858,,5.2809,13.1244,18
2026-02-25,DDR4,DIMM,7.2582,,2.3559,20.3119,46
2026-02-25,DDR4,SODIMM,6.504,,2.6756,23.7038,42
2026-02-25,DDR5,DIMM,11.4113,,4.8419,22.6841,70
2026-02-25,DDR5,SODIMM,9.5858,,5.2809,13.1244,18
2026-02-26,DDR4,DIMM,7.2582,,2.3559,20.3119,46
2026-02-26,DDR4,SODIMM,6.5184,,2.6756,23.7038,42
2026-02-26,DDR5,DIMM,11.4122,,4.8419,22.6841,70
2026-02-26,DDR5,SODIMM,9.5858,,5.2809,13.1244,18
2026-02-27,DDR4,DIMM,7.2895,,2.3559,20.3119,46
2026-02-27,DDR4,SODIMM,6.5722,,2.6756,23.7038,42
2026-02-27,DDR5,DIMM,11.5807,,4.8419,22.6841,71
2026-02-27,DDR5,SODIMM,9.5858,,5.2809,13.1244,18
2026-02-28,DDR4,DIMM,7.3938,,2.3559,20.3119,46
2026-02-28,DDR4,SODIMM,6.5712,,2.6756,23.7038,42
2026-02-28,DDR5,DIMM,11.6498,,4.8419,22.6841,71
2026-02-28,DDR5,SODIMM,9.5858,,5.2809,13.1244,18
2026-03-01,DDR4,DIMM,7.4874,,2.3559,20.3119,47
2026-03-01,DDR4,SODIMM,6.5712,,2.6756,23.7038,42
2026-03-01,DDR5,DIMM,11.7565,,4.8419,22.6841,74
2026-03-01,DDR5,SODIMM,10.1896,,5.2809,18.7494,20
2026-03-02,DDR4,DIMM,7.4874,,2.3559,20.3119,47
2026-03-02,DDR4,SODIMM,6.5712,,2.6756,23.7038,42
2026-03-02,DDR5,DIMM,11.6498,,4.8419,22.6841,71
2026-03-02,DDR5,SODIMM,9.739,,5.2809,13.1244,19
2026-03-03,DDR4,DIMM,7.4874,,2.3559,20.3119,47
2026-03-03,DDR4,SODIMM,6.5712,,2.6756,23.7038,42
2026-03-03,DDR5,DIMM,11.6498,,4.8419,22.6841,71
2026-03-03,DDR5,SODIMM,9.739,,5.2809,13.1244,19
2026-03-04,DDR4,DIMM,7.4874,,2.3559,20.3119,47
2026-03-04,DDR4,SODIMM,6.5712,,2.6756,23.7038,42
2026-03-04,DDR5,DIMM,11.6498,,4.8419,22.6841,71
2026-03-04,DDR5,SODIMM,9.739,,5.2809,13.1244,19
2026-03-05,DDR4,DIMM,7.4874,,2.3559,20.3119,47
2026-03-05,DDR4,SODIMM,6.5712,,2.6756,23.7038,42
2026-03-05,DDR5,DIMM,11.6498,,4.8419,22.6841,71
2026-03-05,DDR5,SODIMM,9.739,,5.2809,13.1244,19
2026-03-06,DDR4,DIMM,7.4874,,2.3559,20.3119,47
2026-03-06,DDR4,SODIMM,6.5712,,2.6756,23.7038,42
2026-03-06,DDR5,DIMM,11.6498,,4.8419,22.6841,71
2026-03-06,DDR5,SODIMM,9.739,,5.2809,13.1244,19
2026-03-07,DDR4,DIMM,7.4874,,2.3559,20.3119,47
2026-03-07,DDR4,SODIMM,6.5712,,2.6756,23.7038,42
2026-03-07,DDR5,DIMM,11.6963,,4.8419,22.6841,72
2026-03-07,DDR5,SODIMM,9.739,,5.2809,13.1244,19
2026-03-08,DDR4,DIMM,7.4874,,2.3559,20.3119,47
2026-03-08,DDR4,SODIMM,6.5712,,2.6756,23.7038,42
2026-03-08,DDR5,DIMM,11.6498,,4.8419,22.6841,71
2026-03-08,DDR5,SODIMM,9.739,,5.2809,13.1244,19
2026-03-09,DDR4,DIMM,7.4874,,2.3559,20.3119,47
2026-03-09,DDR4,SODIMM,6.5712,,2.6756,23.7038,42
2026-03-09,DDR5,DIMM,11.6498,,4.8419,22.6841,71
2026-03-09,DDR5,SODIMM,9.739,,5.2809,13.1244,19
2026-03-10,DDR4,DIMM,7.4874,,2.3559,20.3119,47
2026-03-10,DDR4,SODIMM,6.5712,,2.6756,23.7038,42
2026-03-10,DDR5,DIMM,11.6498,,4.8419,22.6841,71
2026-03-10,DDR5,SODIMM,9.739,,5.2809,13.1244,19
2026-03-11,DDR4,DIMM,7.4874,,2.3559,20.3119,47
2026-03-11,DDR4,SODIMM,6.5712,,2.6756,23.7038,42
2026-03-11,DDR5,DIMM,11.6498,,4.8419,22.6841,71
2026-03-11,DDR5,SODIMM,9.739,,5.2809,13.1244,19
2026-03-12,DDR4,DIMM,7.4874,,2.3559,20.3119,47
2026-03-12,DDR4,SODIMM,6.5712,,2.6756,23.7038,42
2026-03-12,DDR5,DIMM,11.6498,,4.8419,22.6841,71
2026-03-12,DDR5,SODIMM,9.739,,5.2809,13.1244,19
2026-03-13,DDR4,DIMM,7.4874,,2.3559,20.3119,47
2026-03-13,DDR4,SODIMM,6.5712,,2.6756,23.7038,42
2026-03-13,DDR5,DIMM,11.6489,,4.8419,22.6841,71
2026-03-13,DDR5,SODIMM,9.739,,5.2809,13.1244,19
2026-03-14,DDR4,DIMM,7.5516,,2.3559,20.3119,49
2026-03-14,DDR4,SODIMM,6.9583,,2.6756,23.7038,63
2026-03-14,DDR5,DIMM,13.0628,,4.8419,22.6841,115
2026-03-14,DDR5,SODIMM,11.5027,,5.2809,18.7497,42
2026-03-15,DDR4,DIMM,7.5267,,2.3559,20.3119,48
2026-03-15,DDR4,SODIMM,6.9583,,2.6756,23.7038,63
2026-03-15,DDR5,DIMM,12.9928,,4.8419,22.6841,109
2026-03-15,DDR5,SODIMM,11.5698,,5.2809,18.7497,41
2026-03-16,DDR4,DIMM,7.5389,,2.3559,20.3119,49
2026-03-16,DDR4,SODIMM,6.9583,,2.6756,23.7038,63
2026-03-16,DDR5,DIMM,12.9928,,4.8419,22.6841,109
2026-03-16,DDR5,SODIMM,11.5698,,5.2809,18.7497,41
2026-03-17,DDR4,DIMM,7.5267,,2.3559,20.3119,48
2026-03-17,DDR4,SODIMM,6.9583,,2.6756,23.7038,63
2026-03-17,DDR5,DIMM,12.9957,,4.8419,22.6841,110
2026-03-17,DDR5,SODIMM,11.5698,,5.2809,18.7497,41
2026-03-18,DDR4,DIMM,7.5267,,2.3559,20.3119,48
2026-03-18,DDR4,SODIMM,6.9583,,2.6756,23.7038,63
2026-03-18,DDR5,DIMM,13.0158,,4.8419,22.6841,110
2026-03-18,DDR5,SODIMM,11.5698,,5.2809,18.7497,41
2026-03-19,DDR4,DIMM,7.5267,,2.3559,20.3119,48
2026-03-19,DDR4,SODIMM,6.9717,,2.6756,23.7038,64
2026-03-19,DDR5,DIMM,13.0467,,4.8419,22.6841,113
2026-03-19,DDR5,SODIMM,11.5698,,5.2809,18.7497,41
2026-03-20,DDR4,DIMM,7.634,,2.3559,20.3119,61
2026-03-20,DDR4,SODIMM,6.9897,,2.6756,23.7038,73
2026-03-20,DDR5,DIMM,12.9918,,4.8419,22.6841,132
2026-03-20,DDR5,SODIMM,11.325,,5.2809,18.7497,47
2026-03-21,DDR4,DIMM,7.5267,,2.3559,20.3119,48
2026-03-21,DDR4,SODIMM,7.024,,2.6756,23.7038,65
2026-03-21,DDR5,DIMM,12.9818,,4.8419,22.6841,111
2026-03-21,DDR5,SODIMM,11.4677,,5.2809,18.7497,43
2026-03-22,DDR4,DIMM,7.5267,,2.3559,20.3119,48
2026-03-22,DDR4,SODIMM,6.9904,,2.6756,23.7038,65
2026-03-22,DDR5,DIMM,12.9182,,4.7969,22.6841,110
2026-03-22,DDR5,SODIMM,11.5362,,5.2809,18.7497,42
2026-03-23,DDR4,DIMM,7.5267,,2.3559,20.3119,48
2026-03-23,DDR4,SODIMM,6.9583,,2.6756,23.7038,63
2026-03-23,DDR5,DIMM,12.8994,,3.125,22.6841,111
2026-03-23,DDR5,SODIMM,11.5698,,5.2809,18.7497,41
2026-03-24,DDR4,DIMM,7.5267,,2.3559,20.3119,48
2026-03-24,DDR4,SODIMM,6.9917,,2.6756,23.7038,64
2026-03-24,DDR5,DIMM,12.9928,,4.8419,22.6841,109
2026-03-24,DDR5,SODIMM,11.5098,,5.2809,18.7497,43
2026-03-25,DDR4,DIMM,7.5414,,2.3559,20.3119,52
2026-03-25,DDR4,SODIMM,6.9583,,2.6756,23.7038,63
2026-03-25,DDR5,DIMM,12.8497,,3.5156,22.6841,111
2026-03-25,DDR5,SODIMM,11.5698,,5.2809,18.7497,41
2026-03-26,DDR4,DIMM,7.5389,,2.3559,20.3119,49
2026-03-26,DDR4,SODIMM,6.9583,,2.6756,23.7038,63
2026-03-26,DDR5,DIMM,13.0602,,4.8419,22.6841,112
2026-03-26,DDR5,SODIMM,11.5698,,5.2809,18.7497,41
2026-03-27,DDR4,DIMM,7.5121,,2.3559,20.3119,49
2026-03-27,DDR4,SODIMM,6.9583,,2.6756,23.7038,63
2026-03-27,DDR5,DIMM,12.9612,,4.6875,22.6841,113
2026-03-27,DDR5,SODIMM,11.5698,,5.2809,18.7497,41
2026-03-28,DDR4,DIMM,7.5006,,2.3559,20.3119,49
2026-03-28,DDR4,SODIMM,7.0564,,2.6756,23.7038,65
2026-03-28,DDR5,DIMM,12.9796,,4.8419,22.6841,112
2026-03-28,DDR5,SODIMM,11.4803,,5.2809,18.7497,42
2026-03-29,DDR4,DIMM,7.4038,,2.3559,20.3119,51
2026-03-29,DDR4,SODIMM,6.9583,,2.6756,23.7038,63
2026-03-29,DDR5,DIMM,13.049,,4.8419,22.6841,112
2026-03-29,DDR5,SODIMM,11.5698,,5.2809,18.7497,41
2026-03-30,DDR4,DIMM,7.5975,,2.3559,20.3119,51
2026-03-30,DDR4,SODIMM,7.0072,,2.6756,23.7038,65
2026-03-30,DDR5,DIMM,13.0862,,4.6875,22.6841,118
2026-03-30,DDR5,SODIMM,11.5324,,5.2809,18.7497,42
2026-03-31,DDR4,DIMM,7.6886,,2.3559,20.3119,60
2026-03-31,DDR4,SODIMM,7.0259,,1.8119,23.7038,80
2026-03-31,DDR5,DIMM,13.2439,,4.6719,37.175,136
2026-03-31,DDR5,SODIMM,11.7083,,5.2809,29.9,53
2026-04-01,DDR4,DIMM,8.7374,,4.1031,32.0919,103
2026-04-01,DDR4,SODIMM,8.1186,,1.8119,29.7738,89
2026-04-01,DDR5,DIMM,14.6995,,2.8737,43.7498,231
2026-04-01,DDR5,SODIMM,12.1187,,4.0619,28.3525,69
2026-04-02,DDR4,DIMM,8.7514,,4.1031,32.0919,103
2026-04-02,DDR4,SODIMM,8.1057,,1.8119,29.7738,89
2026-04-02,DDR5,DIMM,14.6998,,2.8737,43.75,231
2026-04-02,DDR5,SODIMM,12.2125,,4.0619,28.3256,69
2026-04-03,DDR4,DIMM,8.7264,,4.1031,32.0919,103
2026-04-03,DDR4,SODIMM,8.0962,,1.195,29.7738,89
2026-04-03,DDR5,DIMM,14.684,,2.7497,43.3127,231
2026-04-03,DDR5,SODIMM,12.0343,,4.0619,27.1266,69
2026-04-04,DDR4,DIMM,8.7174,,4.1031,32.0919,103
2026-04-04,DDR4,SODIMM,8.0946,,1.195,29.7738,89
2026-04-04,DDR5,DIMM,14.6599,,2.7497,43.3127,231
2026-04-04,DDR5,SODIMM,11.9635,,4.0619,27.0706,69
2026-04-05,DDR4,DIMM,8.6969,,4.1031,32.0919,103
2026-04-05,DDR4,SODIMM,8.0642,,1.195,29.7738,89
2026-04-05,DDR5,DIMM,14.5614,,2.7497,35.4841,231
2026-04-05,DDR5,SODIMM,12.0449,,6.4684,28.3794,69
2026-04-06,DDR4,DIMM,8.7083,,4.1031,32.0919,103
2026-04-06,DDR4,SODIMM,8.0581,,1.195,29.7738,89
2026-04-06,DDR5,DIMM,14.5387,,2.7497,35.4841,231
2026-04-06,DDR5,SODIMM,11.9041,,4.0619,28.3794,69
2026-04-07,DDR4,DIMM,8.6756,,4.1031,32.0919,103
2026-04-07,DDR4,SODIMM,8.0007,,1.195,29.7738,89
2026-04-07,DDR5,DIMM,14.4729,,2.7497,35.4841,231
2026-04-07,DDR5,SODIMM,12.0161,,4.0619,27.0113,69
2026-04-08,DDR4,DIMM,8.725,,4.1031,32.0919,100
2026-04-08,DDR4,SODIMM,8.1076,,1.195,29.7738,90
2026-04-08,DDR5,DIMM,14.4551,,2.7497,35.4841,222
2026-04-08,DDR5,SODIMM,12.0213,,4.0619,29.1078,64
2026-04-09,DDR4,DIMM,8.7198,,4.1031,32.0919,100
2026-04-09,DDR4,SODIMM,8.0964,,2.4578,29.7738,90
2026-04-09,DDR5,DIMM,14.4553,,2.7497,35.4841,222
2026-04-09,DDR5,SODIMM,11.9756,,4.0619,29.1078,65
2026-04-10,DDR4,DIMM,8.7198,,4.1031,32.0919,100
2026-04-10,DDR4,SODIMM,8.0886,,2.4578,29.7738,90
2026-04-10,DDR5,DIMM,14.4279,,2.7497,35.4841,222
2026-04-10,DDR5,SODIMM,11.9788,,4.0619,29.1078,65
2026-04-11,DDR4,DIMM,8.7198,,4.1031,32.0919,100
2026-04-11,DDR4,SODIMM,8.0886,,2.4578,29.7738,90
2026-04-11,DDR5,DIMM,14.433,,2.7497,35.4841,222
2026-04-11,DDR5,SODIMM,11.9758,,4.0619,29.1078,65
2026-04-12,DDR4,DIMM,8.7198,,4.1031,32.0919,100
2026-04-12,DDR4,SODIMM,8.0931,,2.4578,29.7738,90
2026-04-12,DDR5,DIMM,14.4273,,2.7497,35.4841,222
2026-04-12,DDR5,SODIMM,11.9818,,4.0619,29.1078,65
2026-04-13,DDR4,DIMM,8.7542,,4.1031,32.0919,100
2026-04-13,DDR4,SODIMM,8.0675,,2.4578,29.7738,90
2026-04-13,DDR5,DIMM,14.4292,,2.7497,35.4841,222
2026-04-13,DDR5,SODIMM,11.9818,,4.0619,29.1078,65
2026-04-14,DDR4,DIMM,8.7542,,4.1031,32.0919,100
2026-04-14,DDR4,SODIMM,8.046,,2.4578,29.7738,90
2026-04-14,DDR5,DIMM,14.4349,,2.7497,35.4841,222
2026-04-14,DDR5,SODIMM,11.965,,4.0619,29.1078,65
2026-04-15,DDR4,DIMM,8.7542,,4.1031,32.0919,100
2026-04-15,DDR4,SODIMM,8.1325,,2.7859,29.7738,90
2026-04-15,DDR5,DIMM,14.4295,,2.7497,35.4841,222
2026-04-15,DDR5,SODIMM,11.924,,4.0619,29.1078,65
2026-04-16,DDR4,DIMM,8.7639,,4.1031,32.0919,100
2026-04-16,DDR4,SODIMM,8.1005,,2.7859,29.7738,90
2026-04-16,DDR5,DIMM,14.4291,,2.7497,35.4841,222
2026-04-16,DDR5,SODIMM,11.8995,,4.0619,29.1078,65
2026-04-17,DDR4,DIMM,8.7611,,4.1031,32.0919,100
2026-04-17,DDR4,SODIMM,8.0426,,1.195,29.7738,90
2026-04-17,DDR5,DIMM,14.4466,,2.7497,35.4841,222
2026-04-17,DDR5,SODIMM,11.9023,,4.0619,29.1078,65
2026-04-18,DDR4,DIMM,8.7452,,4.1031,32.0919,100
2026-04-18,DDR4,SODIMM,8.0313,,2.4578,29.7738,90
2026-04-18,DDR5,DIMM,14.4283,,2.7497,35.4841,222
2026-04-18,DDR5,SODIMM,11.8873,,4.0619,29.1078,65
2026-04-19,DDR4,DIMM,8.7478,,4.1031,32.0919,100
2026-04-19,DDR4,SODIMM,8.0682,,2.4578,29.7738,90
2026-04-19,DDR5,DIMM,14.4255,,2.7497,35.4841,222
2026-04-19,DDR5,SODIMM,11.8701,,4.0619,29.1078,65
2026-04-20,DDR4,DIMM,8.735,,4.1031,32.0919,100
2026-04-20,DDR4,SODIMM,8.0682,,2.4578,29.7738,90
2026-04-20,DDR5,DIMM,14.4302,,2.7497,35.4841,222
2026-04-20,DDR5,SODIMM,11.8744,,4.0619,29.1078,65
2026-04-21,DDR4,DIMM,8.74,,4.1031,32.0919,100
2026-04-21,DDR4,SODIMM,8.0682,,2.4578,29.7738,90
2026-04-21,DDR5,DIMM,14.4223,,2.7497,35.4841,222
2026-04-21,DDR5,SODIMM,11.9167,,4.0619,29.1078,65
2026-04-22,DDR4,DIMM,8.7274,,4.1031,32.0919,100
2026-04-22,DDR4,SODIMM,8.0643,,2.4578,29.7738,90
2026-04-22,DDR5,DIMM,14.4149,,2.7497,35.4841,222
2026-04-22,DDR5,SODIMM,11.8999,,4.0619,29.1078,65
2026-04-23,DDR4,DIMM,8.7305,,4.1031,32.0919,100
2026-04-23,DDR4,SODIMM,8.057,,2.4578,29.7738,90
2026-04-23,DDR5,DIMM,14.3894,,2.7497,35.4841,222
2026-04-23,DDR5,SODIMM,11.9172,,4.0619,29.1078,65
2026-04-24,DDR4,DIMM,8.7223,,4.1031,32.0919,100
2026-04-24,DDR4,SODIMM,8.057,,2.4578,29.7738,90
2026-04-24,DDR5,DIMM,14.3893,,2.7497,35.4841,222
2026-04-24,DDR5,SODIMM,11.9652,,4.0619,29.1078,65
2026-04-25,DDR4,DIMM,8.7286,,4.1031,32.0919,100
2026-04-25,DDR4,SODIMM,8.0604,,2.4578,29.7738,90
2026-04-25,DDR5,DIMM,14.3877,,2.7497,35.4841,222
2026-04-25,DDR5,SODIMM,11.9604,,4.0619,29.1078,65
2026-04-26,DDR4,DIMM,8.7286,,4.1031,32.0919,100
2026-04-26,DDR4,SODIMM,8.0641,,2.4578,29.7738,90
2026-04-26,DDR5,DIMM,14.3773,,2.7497,35.4841,222
2026-04-26,DDR5,SODIMM,11.9571,,4.0619,29.1078,65
2026-04-27,DDR4,DIMM,8.7468,,4.1031,32.0919,100
2026-04-27,DDR4,SODIMM,8.0641,,2.4578,29.7738,90
2026-04-27,DDR5,DIMM,14.3773,,2.7497,35.4841,222
2026-04-27,DDR5,SODIMM,11.9571,,4.0619,29.1078,65
2026-04-28,DDR4,DIMM,8.7462,,4.1031,32.0919,100
2026-04-28,DDR4,SODIMM,8.0816,,2.4734,29.7738,90
2026-04-28,DDR5,DIMM,14.3891,,2.7497,35.4841,222
2026-04-28,DDR5,SODIMM,11.9499,,4.0619,29.1078,65
2026-04-29,DDR4,DIMM,8.7437,,4.1031,32.0919,100
2026-04-29,DDR4,SODIMM,8.0443,,2.4734,29.7738,90
2026-04-29,DDR5,DIMM,14.4277,,2.7497,35.4841,222
2026-04-29,DDR5,SODIMM,11.9316,,4.0619,29.1078,65
2026-04-30,DDR4,DIMM,8.7437,,4.1031,32.0919,100
2026-04-30,DDR4,SODIMM,8.0228,,2.7859,29.7738,90
2026-04-30,DDR5,DIMM,14.4154,,2.7497,35.4841,222
2026-04-30,DDR5,SODIMM,11.9054,,4.0619,29.1078,65
2026-05-01,DDR4,DIMM,8.7499,,4.1031,32.0919,100
2026-05-01,DDR4,SODIMM,8.0228,,2.7859,29.7738,90
2026-05-01,DDR5,DIMM,14.4161,,2.7497,35.4841,222
2026-05-01,DDR5,SODIMM,11.9337,,4.0619,29.1078,65
2026-05-02,DDR4,DIMM,8.7499,,4.1031,32.0919,100
2026-05-02,DDR4,SODIMM,8.0228,,2.7859,29.7738,90
2026-05-02,DDR5,DIMM,14.4115,,2.7497,35.4841,222
2026-05-02,DDR5,SODIMM,11.9121,,4.0619,29.1078,65
2026-05-03,DDR4,DIMM,8.7531,,4.1031,32.0919,100
2026-05-03,DDR4,SODIMM,8.0228,,2.7859,29.7738,90
2026-05-03,DDR5,DIMM,14.3787,,2.7497,35.4841,222
2026-05-03,DDR5,SODIMM,11.9169,,4.0619,29.1078,65
2026-05-04,DDR4,DIMM,8.7465,,4.1031,32.0919,100
2026-05-04,DDR4,SODIMM,8.0229,,2.7859,29.7738,90
2026-05-04,DDR5,DIMM,14.3888,,2.7497,35.4841,222
2026-05-04,DDR5,SODIMM,11.9536,,4.0619,29.1078,65
2026-05-05,DDR4,DIMM,8.7465,,4.1031,32.0919,100
2026-05-05,DDR4,SODIMM,8.0229,,2.7859,29.7738,90
2026-05-05,DDR5,DIMM,14.3924,,2.7497,35.4841,222
2026-05-05,DDR5,SODIMM,11.9455,,4.0619,29.1078,65
2026-05-06,DDR4,DIMM,8.7465,,4.1031,32.0919,100
2026-05-06,DDR4,SODIMM,8.0129,,2.4734,29.7738,90
2026-05-06,DDR5,DIMM,14.3976,,2.7497,35.4841,222
2026-05-06,DDR5,SODIMM,11.9453,,4.0619,29.1078,65
2026-05-07,DDR4,DIMM,8.7465,,4.1031,32.0919,100
2026-05-07,DDR4,SODIMM,8.0164,,2.4734,29.7738,90
2026-05-07,DDR5,DIMM,14.4021,,2.7497,35.4841,222
2026-05-07,DDR5,SODIMM,11.9485,,4.0619,29.1078,65
2026-05-08,DDR4,DIMM,8.7465,,4.1031,32.0919,100
2026-05-08,DDR4,SODIMM,7.9751,,2.4734,29.7738,90
2026-05-08,DDR5,DIMM,14.4021,,2.7497,35.4841,222
2026-05-08,DDR5,SODIMM,11.9553,,4.0619,29.1078,65
2026-05-09,DDR4,DIMM,8.7465,,4.1031,32.0919,100
2026-05-09,DDR4,SODIMM,7.9783,,2.4734,29.7738,90
2026-05-09,DDR5,DIMM,14.4044,,2.7497,35.4841,222
2026-05-09,DDR5,SODIMM,11.9602,,4.0619,29.1078,65
2026-05-10,DDR4,DIMM,8.6748,,1.3594,32.0919,100
2026-05-10,DDR4,SODIMM,7.9952,,1.9063,29.7738,90
2026-05-10,DDR5,DIMM,14.4044,,2.7497,35.4841,222
2026-05-10,DDR5,SODIMM,11.9842,,4.0619,29.1078,65
2026-05-11,DDR4,DIMM,8.6745,,1.3281,32.0919,100
2026-05-11,DDR4,SODIMM,7.9952,,1.9063,29.7738,90
2026-05-11,DDR5,DIMM,14.4021,,2.7497,35.4841,222
2026-05-11,DDR5,SODIMM,11.9818,,4.0619,29.1078,65
2026-05-12,DDR4,DIMM,8.6842,,1.3281,32.0919,100
2026-05-12,DDR4,SODIMM,7.9987,,1.9063,29.7738,90
2026-05-12,DDR5,DIMM,14.3741,,2.7497,35.4841,222
2026-05-12,DDR5,SODIMM,12.0496,,4.0619,29.1078,65
2026-05-13,DDR4,DIMM,8.6764,,1.3281,32.0919,100
2026-05-13,DDR4,SODIMM,7.9934,,1.9063,29.7738,90
2026-05-13,DDR5,DIMM,14.3739,,2.7497,35.4841,222
2026-05-13,DDR5,SODIMM,11.9799,,4.0619,29.1078,65
2026-05-14,DDR4,DIMM,8.6214,,1.3281,32.0919,100
2026-05-14,DDR4,SODIMM,7.9953,,1.9063,29.7738,90
2026-05-14,DDR5,DIMM,14.3865,,2.7497,35.4841,222
2026-05-14,DDR5,SODIMM,11.9753,,4.0619,29.1078,65
2026-05-15,DDR4,DIMM,8.6214,,1.3281,32.0919,100
2026-05-15,DDR4,SODIMM,7.9953,,1.9063,29.7738,90
2026-05-15,DDR5,DIMM,14.3851,,2.7497,35.4841,222
2026-05-15,DDR5,SODIMM,11.958,,4.0619,29.1078,65
2026-05-16,DDR4,DIMM,8.6214,,1.3281,32.0919,100
2026-05-16,DDR4,SODIMM,7.9769,,1.1188,29.7738,90
2026-05-16,DDR5,DIMM,14.3634,,2.7497,35.4841,222
2026-05-16,DDR5,SODIMM,11.9818,,4.0619,29.1078,65
2026-05-17,DDR4,DIMM,8.6261,,1.3281,32.0919,100
2026-05-17,DDR4,SODIMM,7.9822,,1.1188,29.7738,90
2026-05-17,DDR5,DIMM,14.3589,,2.7497,35.4841,222
2026-05-17,DDR5,SODIMM,11.9839,,4.0619,29.1078,65
2026-05-18,DDR4,DIMM,8.6671,,1.3281,32.0919,100
2026-05-18,DDR4,SODIMM,7.9855,,1.1188,29.7738,90
2026-05-18,DDR5,DIMM,14.3603,,2.7497,35.4841,222
2026-05-18,DDR5,SODIMM,12.0424,,4.0619,29.1078,65
2026-05-19,DDR4,DIMM,8.6483,,1.3281,32.0919,100
2026-05-19,DDR4,SODIMM,7.9695,,1.1188,29.7738,90
2026-05-19,DDR5,DIMM,14.3566,,2.7497,35.4841,222
2026-05-19,DDR5,SODIMM,11.9967,,4.0619,29.1078,65
2026-05-20,DDR4,DIMM,8.6414,,1.3281,32.0919,100
2026-05-20,DDR4,SODIMM,7.9647,,1.1188,29.7738,90
2026-05-20,DDR5,DIMM,14.3281,,2.7497,35.4841,222
2026-05-20,DDR5,SODIMM,11.9383,,4.0619,29.1078,65
2026-05-21,DDR4,DIMM,8.6452,,1.3281,32.0919,100
2026-05-21,DDR4,SODIMM,7.9772,,1.1188,29.7738,90
2026-05-21,DDR5,DIMM,14.3281,,2.7497,35.4841,222
2026-05-21,DDR5,SODIMM,11.9796,,4.0619,29.1078,65
2026-05-22,DDR4,DIMM,8.6037,,1.3281,32.0919,100
2026-05-22,DDR4,SODIMM,7.9792,,1.9063,29.7738,90
2026-05-22,DDR5,DIMM,14.3267,,2.7497,35.4841,222
2026-05-22,DDR5,SODIMM,11.9258,,4.0619,29.1078,65
2026-05-23,DDR4,DIMM,8.5837,,1.3281,32.0919,100
2026-05-23,DDR4,SODIMM,7.9792,,1.9063,29.7738,90
2026-05-23,DDR5,DIMM,14.3564,,2.7497,35.4841,222
2026-05-23,DDR5,SODIMM,11.8981,,4.0619,29.1078,65
2026-05-24,DDR4,DIMM,7.2438,7.8298,1.3281,10.6244,32
2026-05-24,DDR4,SODIMM,7.1054,5.7422,1.9063,11.2494,39
2026-05-24,DDR5,DIMM,13.284,15.9502,3.1244,21.8749,99
2026-05-24,DDR5,SODIMM,10.7717,14.4325,4.4166,28.1238,30
2026-05-25,DDR4,DIMM,8.4822,7.6238,1.5155,26.6688,111
2026-05-25,DDR4,SODIMM,7.1579,5.9981,1.1188,26.5944,100
2026-05-25,DDR5,DIMM,15.909,15.3308,3.1738,28.4694,243
2026-05-25,DDR5,SODIMM,13.0499,11.7341,4.5613,28.1238,82
